date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goal_diff,result,home_win,average_age,average_caps,fifa_ranking,recent_tournament_score
2025-06-05,Australia,Japan,1.0,0.0,FIFA World Cup qualification,Perth,Australia,False,1.0,1,1,27.8,30.0,25,5.0
2025-06-06,Morocco,Tunisia,2.0,0.0,Friendly,Fez,Morocco,False,2.0,1,1,27.1,55.0,6,9.5
2025-06-06,Poland,Moldova,2.0,0.0,Friendly,Chorzów,Poland,False,2.0,1,1,28.0,30.0,28,5.0
2025-06-06,Colombia,Peru,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,0.0,0,0,28.0,30.0,13,5.0
2025-06-06,Venezuela,Bolivia,2.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False,2.0,1,1,27.5,30.0,40,5.0
2025-06-06,Norway,Italy,3.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,3.0,1,1,26.5,55.0,11,9.5
2025-06-07,Denmark,Northern Ireland,2.0,1.0,Friendly,Copenhagen,Denmark,False,1.0,1,1,27.9,30.0,23,5.0
2025-06-07,Mexico,Switzerland,2.0,4.0,Friendly,Salt Lake City,United States,True,-2.0,-1,0,27.8,30.0,19,5.0
2025-06-07,United States,Turkey,1.0,2.0,Friendly,East Hartford,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
2025-06-07,Austria,Romania,2.0,1.0,FIFA World Cup qualification,Vienna,Austria,False,1.0,1,1,27.2,30.0,27,5.0
2025-06-07,Canada,Ukraine,4.0,2.0,Canadian Shield,Toronto,Canada,False,2.0,1,1,26.5,30.0,38,5.0
2025-06-07,Ivory Coast,New Zealand,0.0,1.0,Canadian Shield,Toronto,Canada,True,-1.0,-1,0,27.0,30.0,34,5.0
2025-06-08,Germany,France,0.0,2.0,UEFA Nations League,Stuttgart,Germany,False,-2.0,-1,0,27.5,55.0,9,9.5
2025-06-08,Portugal,Spain,2.0,2.0,UEFA Nations League,Munich,Germany,True,0.0,0,0,27.8,30.0,12,5.0
2025-06-09,Algeria,Rwanda,2.0,0.0,Friendly,Blida,Algeria,False,2.0,1,1,28.2,30.0,37,5.0
2025-06-09,Morocco,Benin,1.0,0.0,Friendly,Fez,Morocco,False,1.0,1,1,27.1,55.0,6,9.5
2025-06-09,Italy,Moldova,2.0,0.0,FIFA World Cup qualification,Reggio Emilia,Italy,False,2.0,1,1,26.9,30.0,15,5.0
2025-06-09,Belgium,Wales,4.0,3.0,FIFA World Cup qualification,Brussels,Belgium,False,1.0,1,1,28.5,55.0,8,9.5
2025-06-09,Croatia,Czech Republic,5.0,1.0,FIFA World Cup qualification,Osijek,Croatia,False,4.0,1,1,28.9,55.0,7,9.5
2025-06-10,Denmark,Lithuania,5.0,0.0,Friendly,Odense,Denmark,False,5.0,1,1,27.9,30.0,23,5.0
2025-06-10,England,Senegal,1.0,3.0,Friendly,London,England,False,-2.0,-1,0,26.2,55.0,5,9.5
2025-06-10,Mexico,Turkey,1.0,0.0,Friendly,Chapel Hill,United States,True,1.0,1,1,27.8,30.0,19,5.0
2025-06-10,Sweden,Algeria,4.0,3.0,Friendly,Solna,Sweden,False,1.0,1,1,27.4,55.0,10,9.5
2025-06-10,United States,Switzerland,0.0,4.0,Friendly,Nashville,United States,False,-4.0,-1,0,25.5,30.0,18,5.0
2025-06-10,Uruguay,Venezuela,2.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,2.0,1,1,27.2,30.0,16,5.0
2025-06-10,Peru,Ecuador,0.0,0.0,FIFA World Cup qualification,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
2025-06-10,Argentina,Colombia,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,0.0,0,0,28.1,60.0,1,9.9
2025-06-10,Brazil,Paraguay,1.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,1.0,1,1,27.5,55.0,4,9.5
2025-06-10,Uzbekistan,Qatar,3.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,3.0,1,1,26.8,30.0,46,5.0
2025-06-10,Iran,North Korea,3.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,3.0,1,1,28.5,30.0,22,5.0
2025-06-10,South Korea,Kuwait,4.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,4.0,1,1,27.5,30.0,24,5.0
2025-06-10,Japan,Indonesia,6.0,0.0,FIFA World Cup qualification,Suita,Japan,False,6.0,1,1,27.0,30.0,21,5.0
2025-06-10,Saudi Arabia,Australia,1.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,-1.0,-1,0,27.8,30.0,39,5.0
2025-06-10,Netherlands,Malta,8.0,0.0,FIFA World Cup qualification,Groningen,Netherlands,False,8.0,1,1,27.0,30.0,14,5.0
2025-06-10,Serbia,Andorra,3.0,0.0,FIFA World Cup qualification,Leskovac,Serbia,False,3.0,1,1,27.7,30.0,29,5.0
2025-06-10,New Zealand,Ukraine,1.0,2.0,Canadian Shield,Toronto,Canada,True,-1.0,-1,0,26.0,30.0,48,5.0
2025-06-10,Canada,Ivory Coast,0.0,0.0,Canadian Shield,Toronto,Canada,False,0.0,0,0,26.5,30.0,38,5.0
2025-06-10,Honduras,Antigua and Barbuda,2.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,2.0,1,1,27.5,30.0,49,5.0
2025-06-10,Costa Rica,Trinidad and Tobago,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1.0,1,1,28.5,30.0,42,5.0
2025-06-10,Panama,Nicaragua,3.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,3.0,1,1,27.5,30.0,43,5.0
2025-06-10,Jamaica,Guatemala,3.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False,3.0,1,1,27.0,30.0,44,5.0
2025-06-14,Mexico,Dominican Republic,3.0,2.0,Gold Cup,Inglewood,United States,True,1.0,1,1,27.8,30.0,19,5.0
2025-06-15,Costa Rica,Suriname,4.0,3.0,Gold Cup,San Diego,United States,True,1.0,1,1,28.5,30.0,42,5.0
2025-06-15,United States,Trinidad and Tobago,5.0,0.0,Gold Cup,San Jose,United States,False,5.0,1,1,25.5,30.0,18,5.0
2025-06-16,Panama,Guadeloupe,5.0,2.0,Gold Cup,Carson,United States,True,3.0,1,1,27.5,30.0,43,5.0
2025-06-16,Jamaica,Guatemala,0.0,1.0,Gold Cup,Carson,United States,True,-1.0,-1,0,27.0,30.0,44,5.0
2025-06-17,Canada,Honduras,6.0,0.0,Gold Cup,Vancouver,Canada,False,6.0,1,1,26.5,30.0,38,5.0
2025-06-18,Costa Rica,Dominican Republic,2.0,1.0,Gold Cup,Arlington,United States,True,1.0,1,1,28.5,30.0,42,5.0
2025-06-19,United States,Saudi Arabia,1.0,0.0,Gold Cup,Austin,United States,False,1.0,1,1,25.5,30.0,18,5.0
2025-06-20,Jamaica,Guadeloupe,2.0,1.0,Gold Cup,San Jose,United States,True,1.0,1,1,27.0,30.0,44,5.0
2025-06-21,Honduras,El Salvador,2.0,0.0,Gold Cup,Houston,United States,True,2.0,1,1,27.5,30.0,49,5.0
2025-06-22,Mexico,Costa Rica,0.0,0.0,Gold Cup,Paradise,United States,True,0.0,0,0,27.8,30.0,19,5.0
2025-06-22,Saudi Arabia,Trinidad and Tobago,1.0,1.0,Gold Cup,Paradise,United States,True,0.0,0,0,27.8,30.0,39,5.0
2025-06-22,United States,Haiti,2.0,1.0,Gold Cup,Arlington,United States,False,1.0,1,1,25.5,30.0,18,5.0
2025-06-24,Honduras,Curaçao,2.0,1.0,Gold Cup,San Jose,United States,True,1.0,1,1,27.5,30.0,49,5.0
2025-06-24,Canada,El Salvador,2.0,0.0,Gold Cup,Houston,United States,True,2.0,1,1,26.5,30.0,38,5.0
2025-06-24,Panama,Jamaica,4.0,1.0,Gold Cup,Austin,United States,True,3.0,1,1,27.5,30.0,43,5.0
2025-06-28,Panama,Honduras,1.0,1.0,Gold Cup,Glendale,United States,True,0.0,0,0,27.5,30.0,43,5.0
2025-06-28,Mexico,Saudi Arabia,2.0,0.0,Gold Cup,Glendale,United States,True,2.0,1,1,27.8,30.0,19,5.0
2025-06-29,Canada,Guatemala,1.0,1.0,Gold Cup,Minneapolis,United States,True,0.0,0,0,26.5,30.0,38,5.0
2025-06-29,United States,Costa Rica,2.0,2.0,Gold Cup,Minneapolis,United States,False,0.0,0,0,25.5,30.0,18,5.0
2025-07-02,United States,Guatemala,2.0,1.0,Gold Cup,St. Louis,United States,False,1.0,1,1,25.5,30.0,18,5.0
2025-07-02,Mexico,Honduras,1.0,0.0,Gold Cup,Santa Clara,United States,True,1.0,1,1,27.8,30.0,19,5.0
2025-07-06,United States,Mexico,1.0,2.0,Gold Cup,Houston,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
2025-08-24,Qatar,Lebanon,2.0,2.0,Friendly,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2025-09-03,Qatar,Bahrain,2.0,2.0,Friendly,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2025-09-04,Norway,Finland,1.0,0.0,Friendly,Oslo,Norway,False,1.0,1,1,26.5,55.0,11,9.5
2025-09-04,Saudi Arabia,North Macedonia,2.0,1.0,Friendly,Prague,Czech Republic,True,1.0,1,1,27.8,30.0,39,5.0
2025-09-04,United Arab Emirates,Syria,3.0,1.0,Friendly,Dubai,United Arab Emirates,False,2.0,1,1,27.2,30.0,47,5.0
2025-09-04,Colombia,Bolivia,3.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,3.0,1,1,28.0,30.0,13,5.0
2025-09-04,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,3.0,1,1,28.1,60.0,1,9.9
2025-09-04,Uruguay,Peru,3.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,3.0,1,1,27.2,30.0,16,5.0
2025-09-04,Brazil,Chile,3.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,3.0,1,1,27.5,55.0,4,9.5
2025-09-04,Cameroon,Eswatini,3.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,3.0,1,1,26.8,30.0,35,5.0
2025-09-04,Algeria,Botswana,3.0,1.0,FIFA World Cup qualification,Tizi Ouzou,Algeria,False,2.0,1,1,28.2,30.0,37,5.0
2025-09-04,Mali,Comoros,3.0,0.0,FIFA World Cup qualification,Berkane,Morocco,True,3.0,1,1,26.0,30.0,36,5.0
2025-09-04,Netherlands,Poland,1.0,1.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,0.0,0,0,27.0,30.0,14,5.0
2025-09-05,Australia,New Zealand,1.0,0.0,Soccer Ashes,Canberra,Australia,False,1.0,1,1,27.8,30.0,25,5.0
2025-09-05,Egypt,Ethiopia,2.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,2.0,1,1,27.5,30.0,32,5.0
2025-09-05,Senegal,Sudan,2.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,2.0,1,1,27.6,30.0,20,5.0
2025-09-05,Morocco,Niger,5.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,5.0,1,1,27.1,55.0,6,9.5
2025-09-05,Ivory Coast,Burundi,1.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,1.0,1,1,27.0,30.0,34,5.0
2025-09-05,Switzerland,Kosovo,4.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,4.0,1,1,28.2,30.0,17,5.0
2025-09-05,Denmark,Scotland,0.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,0.0,0,0,27.9,30.0,23,5.0
2025-09-05,Ukraine,France,0.0,2.0,FIFA World Cup qualification,Wrocław,Poland,True,-2.0,-1,0,26.5,30.0,26,5.0
2025-09-05,Italy,Estonia,5.0,0.0,FIFA World Cup qualification,Bergamo,Italy,False,5.0,1,1,26.9,30.0,15,5.0
2025-09-06,Mexico,Japan,0.0,0.0,Friendly,Oakland,United States,True,0.0,0,0,27.8,30.0,19,5.0
2025-09-06,United States,South Korea,0.0,2.0,Friendly,Harrison,United States,False,-2.0,-1,0,25.5,30.0,18,5.0
2025-09-06,Nigeria,Rwanda,1.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False,1.0,1,1,26.2,30.0,33,5.0
2025-09-06,Austria,Cyprus,1.0,0.0,FIFA World Cup qualification,Linz,Austria,False,1.0,1,1,27.2,30.0,27,5.0
2025-09-06,England,Andorra,2.0,0.0,FIFA World Cup qualification,London,England,False,2.0,1,1,26.2,55.0,5,9.5
2025-09-07,Germany,Northern Ireland,3.0,1.0,FIFA World Cup qualification,Cologne,Germany,False,2.0,1,1,27.5,55.0,9,9.5
2025-09-07,Poland,Finland,3.0,1.0,FIFA World Cup qualification,Chorzów,Poland,False,2.0,1,1,28.0,30.0,28,5.0
2025-09-07,Belgium,Kazakhstan,6.0,0.0,FIFA World Cup qualification,Anderlecht,Belgium,False,6.0,1,1,28.5,55.0,8,9.5
2025-09-07,Qatar,Russia,1.0,4.0,Friendly,Doha,Qatar,False,-3.0,-1,0,28.0,30.0,41,5.0
2025-09-08,United Arab Emirates,Bahrain,1.0,0.0,Friendly,Dubai,United Arab Emirates,False,1.0,1,1,27.2,30.0,47,5.0
2025-09-08,Ghana,Mali,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,1.0,1,1,26.5,30.0,45,5.0
2025-09-08,Switzerland,Slovenia,3.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,3.0,1,1,28.2,30.0,17,5.0
2025-09-08,Croatia,Montenegro,4.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,4.0,1,1,28.9,55.0,7,9.5
2025-09-08,Panama,Guatemala,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,0.0,0,0,27.5,30.0,43,5.0
2025-09-09,Mexico,South Korea,2.0,2.0,Friendly,Nashville,United States,True,0.0,0,0,27.8,30.0,19,5.0
2025-09-09,New Zealand,Australia,1.0,3.0,Soccer Ashes,Auckland,New Zealand,False,-2.0,-1,0,26.0,30.0,48,5.0
2025-09-09,United States,Japan,2.0,0.0,Friendly,Columbus,United States,False,2.0,1,1,25.5,30.0,18,5.0
2025-09-09,Ecuador,Argentina,1.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1.0,1,1,25.8,30.0,30,5.0
2025-09-09,Peru,Paraguay,0.0,1.0,FIFA World Cup qualification,Lima,Peru,False,-1.0,-1,0,28.5,30.0,31,5.0
2025-09-09,Venezuela,Colombia,3.0,6.0,FIFA World Cup qualification,Maturín,Venezuela,False,-3.0,-1,0,27.5,30.0,40,5.0
2025-09-09,France,Iceland,2.0,1.0,FIFA World Cup qualification,Paris,France,False,1.0,1,1,26.8,60.0,2,10.0
2025-09-09,Norway,Moldova,11.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,10.0,1,1,26.5,55.0,11,9.5
2025-09-09,Serbia,England,0.0,5.0,FIFA World Cup qualification,Belgrade,Serbia,False,-5.0,-1,0,27.7,30.0,29,5.0
2025-09-09,Jamaica,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False,2.0,1,1,27.0,30.0,44,5.0
2025-09-09,Costa Rica,Haiti,3.0,3.0,FIFA World Cup qualification,San José,Costa Rica,False,0.0,0,0,28.5,30.0,42,5.0
2025-09-09,Honduras,Nicaragua,2.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,2.0,1,1,27.5,30.0,49,5.0
2025-10-08,Qatar,Oman,0.0,0.0,FIFA World Cup qualification,Al Rayyan,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2025-10-08,Saudi Arabia,Indonesia,3.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1.0,1,1,27.8,30.0,39,5.0
2025-10-09,England,Wales,3.0,0.0,Friendly,London,England,False,3.0,1,1,26.2,55.0,5,9.5
2025-10-09,Poland,New Zealand,1.0,0.0,Friendly,Chorzów,Poland,False,1.0,1,1,28.0,30.0,28,5.0
2025-10-09,Morocco,Bahrain,1.0,0.0,Friendly,Rabat,Morocco,False,1.0,1,1,27.1,55.0,6,9.5
2025-10-09,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,Bir El Djir,Algeria,False,3.0,1,1,28.2,30.0,37,5.0
2025-10-09,Austria,San Marino,10.0,0.0,FIFA World Cup qualification,Vienna,Austria,False,10.0,1,1,27.2,30.0,27,5.0
2025-10-09,Honduras,Costa Rica,0.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
2025-10-10,Argentina,Venezuela,1.0,0.0,Friendly,Miami Gardens,United States,True,1.0,1,1,28.1,60.0,1,9.9
2025-10-10,Canada,Australia,0.0,1.0,Friendly,Montreal,Canada,False,-1.0,-1,0,26.5,30.0,38,5.0
2025-10-10,Japan,Paraguay,2.0,2.0,Kirin Cup,Osaka,Japan,False,0.0,0,0,27.0,30.0,21,5.0
2025-10-10,Uzbekistan,Kuwait,2.0,0.0,Friendly,Tashkent,Uzbekistan,False,2.0,1,1,26.8,30.0,46,5.0
2025-10-10,South Korea,Brazil,0.0,5.0,Friendly,Seoul,South Korea,False,-5.0,-1,0,27.5,30.0,24,5.0
2025-10-10,Uruguay,Dominican Republic,1.0,0.0,Friendly,Kuala Lumpur,Malaysia,True,1.0,1,1,27.2,30.0,16,5.0
2025-10-10,United States,Ecuador,1.0,1.0,Friendly,Austin,United States,False,0.0,0,0,25.5,30.0,18,5.0
2025-10-10,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Sinsheim,Germany,False,4.0,1,1,27.5,55.0,9,9.5
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,False,-2.0,-1,0,27.4,55.0,10,9.5
2025-10-10,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Paris,France,False,3.0,1,1,26.8,60.0,2,10.0
2025-10-10,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Ghent,Belgium,False,0.0,0,0,28.5,55.0,8,9.5
2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True,-4.0,-1,0,27.8,30.0,19,5.0
2025-10-11,United Arab Emirates,Oman,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,True,1.0,1,1,27.2,30.0,47,5.0
2025-10-11,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Elche,Spain,False,2.0,1,1,26.5,60.0,3,9.8
2025-10-11,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,1.0,1,1,27.8,30.0,12,5.0
2025-10-11,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,5.0,1,1,26.5,55.0,11,9.5
2025-10-11,Serbia,Albania,0.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False,-1.0,-1,0,27.7,30.0,29,5.0
2025-10-12,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,1.0,1,1,27.5,30.0,32,5.0
2025-10-12,Ghana,Comoros,1.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,1.0,1,1,26.5,30.0,45,5.0
2025-10-12,Mali,Madagascar,4.0,1.0,FIFA World Cup qualification,Bamako,Mali,False,3.0,1,1,26.0,30.0,36,5.0
2025-10-12,Denmark,Greece,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,2.0,1,1,27.9,30.0,23,5.0
2025-10-12,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,4.0,1,1,27.0,30.0,14,5.0
2025-10-12,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Varaždin,Croatia,False,3.0,1,1,28.9,55.0,7,9.5
2025-10-13,Uzbekistan,Uruguay,1.0,2.0,Friendly,Malacca City,Malaysia,True,-1.0,-1,0,26.8,30.0,46,5.0
2025-10-13,Cameroon,Angola,0.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,0.0,0,0,26.8,30.0,35,5.0
2025-10-13,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,Gothenburg,Sweden,False,-1.0,-1,0,27.4,55.0,10,9.5
2025-10-13,Ukraine,Azerbaijan,2.0,1.0,FIFA World Cup qualification,Kraków,Poland,True,1.0,1,1,26.5,30.0,26,5.0
2025-10-13,Honduras,Haiti,3.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,3.0,1,1,27.5,30.0,49,5.0
2025-10-13,Costa Rica,Nicaragua,4.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,3.0,1,1,28.5,30.0,42,5.0
2025-10-14,Japan,Brazil,3.0,2.0,Kirin Cup,Tokyo,Japan,False,1.0,1,1,27.0,30.0,21,5.0
2025-10-14,Iran,Tanzania,2.0,0.0,Friendly,Dubai,United Arab Emirates,True,2.0,1,1,28.5,30.0,22,5.0
2025-10-14,Canada,Colombia,0.0,0.0,Friendly,Harrison,United States,True,0.0,0,0,26.5,30.0,38,5.0
2025-10-14,South Korea,Paraguay,2.0,0.0,Friendly,Seoul,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False,0.0,0,0,27.8,30.0,19,5.0
2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False,0.0,0,0,26.5,55.0,11,9.5
2025-10-14,United States,Australia,2.0,1.0,Friendly,Denver,United States,False,1.0,1,1,25.5,30.0,18,5.0
2025-10-14,Qatar,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Al Rayyan,Qatar,False,1.0,1,1,28.0,30.0,41,5.0
2025-10-14,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,0.0,0,0,27.8,30.0,39,5.0
2025-10-14,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Diamniadio,Senegal,False,4.0,1,1,27.6,30.0,20,5.0
2025-10-14,Nigeria,Benin,4.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False,4.0,1,1,26.2,30.0,33,5.0
2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,1.0,1,1,27.1,55.0,6,9.5
2025-10-14,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,Ebimpé,Ivory Coast,False,3.0,1,1,27.0,30.0,34,5.0
2025-10-14,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,Tizi Ouzou,Algeria,False,1.0,1,1,28.2,30.0,37,5.0
2025-10-14,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Valladolid,Spain,False,4.0,1,1,26.5,60.0,3,9.8
2025-10-14,Portugal,Hungary,2.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,0.0,0,0,27.8,30.0,12,5.0
2025-10-14,Italy,Israel,3.0,0.0,FIFA World Cup qualification,Udine,Italy,False,3.0,1,1,26.9,30.0,15,5.0
2025-10-14,Panama,Suriname,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,0.0,0,0,27.5,30.0,43,5.0
2025-10-14,Jamaica,Bermuda,4.0,0.0,FIFA World Cup qualification,Kingston,Jamaica,False,4.0,1,1,27.0,30.0,44,5.0
2025-11-13,Algeria,Zimbabwe,3.0,1.0,Friendly,Jeddah,Saudi Arabia,True,2.0,1,1,28.2,30.0,37,5.0
2025-11-13,Canada,Ecuador,0.0,0.0,Friendly,Toronto,Canada,False,0.0,0,0,26.5,30.0,38,5.0
2025-11-13,United Arab Emirates,Iraq,1.0,1.0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,0.0,0,0,27.2,30.0,47,5.0
2025-11-13,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,-1.0,-1,0,26.8,30.0,35,5.0
2025-11-13,Nigeria,Gabon,4.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,3.0,1,1,26.2,30.0,33,5.0
2025-11-13,France,Ukraine,4.0,0.0,FIFA World Cup qualification,Paris,France,False,4.0,1,1,26.8,60.0,2,10.0
2025-11-13,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,3.0,1,1,26.5,55.0,11,9.5
2025-11-13,England,Serbia,2.0,0.0,FIFA World Cup qualification,London,England,False,2.0,1,1,26.2,55.0,5,9.5
2025-11-13,Iran,Cape Verde,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,0.0,0,0,28.5,30.0,22,5.0
2025-11-14,Australia,Venezuela,0.0,1.0,Friendly,Houston,United States,True,-1.0,-1,0,27.8,30.0,25,5.0
2025-11-14,South Korea,Bolivia,2.0,0.0,Friendly,Daejeon,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
2025-11-14,Morocco,Mozambique,1.0,0.0,Friendly,Tangier,Morocco,False,1.0,1,1,27.1,55.0,6,9.5
2025-11-14,Japan,Ghana,2.0,0.0,Kirin Cup,Toyota,Japan,False,2.0,1,1,27.0,30.0,21,5.0
2025-11-14,Saudi Arabia,Ivory Coast,1.0,0.0,Friendly,Jeddah,Saudi Arabia,False,1.0,1,1,27.8,30.0,39,5.0
2025-11-14,Poland,Netherlands,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,0.0,0,0,28.0,30.0,28,5.0
2025-11-14,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Rijeka,Croatia,False,2.0,1,1,28.9,55.0,7,9.5
2025-11-14,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True,2.0,1,1,26.8,30.0,46,5.0
2025-11-15,Brazil,Senegal,2.0,0.0,Friendly,London,England,True,2.0,1,1,27.5,55.0,4,9.5
2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True,1.0,1,1,28.0,30.0,13,5.0
2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False,0.0,0,0,27.8,30.0,19,5.0
2025-11-15,United States,Paraguay,2.0,1.0,Friendly,Chester,United States,False,1.0,1,1,25.5,30.0,18,5.0
2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Geneva,Switzerland,False,3.0,1,1,28.2,30.0,17,5.0
2025-11-15,Denmark,Belarus,2.0,2.0,FIFA World Cup qualification,Copenhagen,Denmark,False,0.0,0,0,27.9,30.0,23,5.0
2025-11-16,Nigeria,DR Congo,1.0,1.0,FIFA World Cup qualification,Rabat,Morocco,True,0.0,0,0,26.2,30.0,33,5.0
2025-11-16,Ukraine,Iceland,2.0,0.0,FIFA World Cup qualification,Warsaw,Poland,True,2.0,1,1,26.5,30.0,26,5.0
2025-11-16,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,8.0,1,1,27.8,30.0,12,5.0
2025-11-16,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Milan,Italy,False,-3.0,-1,0,26.9,30.0,15,5.0
2025-11-16,Serbia,Latvia,2.0,1.0,FIFA World Cup qualification,Leskovac,Serbia,False,1.0,1,1,27.7,30.0,29,5.0
2025-11-17,Qatar,Zimbabwe,1.0,2.0,Friendly,Al Rayyan,Qatar,False,-1.0,-1,0,28.0,30.0,41,5.0
2025-11-17,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,Leipzig,Germany,False,6.0,1,1,27.5,55.0,9,9.5
2025-11-17,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,4.0,1,1,27.0,30.0,14,5.0
2025-11-18,Morocco,Uganda,4.0,0.0,Friendly,Tangier,Morocco,False,4.0,1,1,27.1,55.0,6,9.5
