date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goal_diff,result,home_win,average_age,average_caps,fifa_ranking,recent_tournament_score
1992-08-14,Algeria,Guinea-Bissau,3.0,1.0,African Cup of Nations qualification,Oran,Algeria,False,2.0,1,1,28.2,30.0,37,5.0
1992-08-14,Mali,Libya,2.0,1.0,Friendly,Bamako,Mali,False,1.0,1,1,26.0,30.0,36,5.0
1992-08-16,Jamaica,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,False,0.0,0,0,27.0,30.0,44,5.0
1992-08-16,Panama,Costa Rica,1.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,1.0,1,1,27.5,30.0,43,5.0
1992-08-22,Japan,South Korea,0.0,0.0,Dynasty Cup,Beijing,China,True,0.0,0,0,27.0,30.0,21,5.0
1992-08-23,Costa Rica,Panama,5.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,4.0,1,1,28.5,30.0,42,5.0
1992-08-23,Uzbekistan,Kyrgyzstan,3.0,0.0,Friendly,Tashkent,Uzbekistan,False,3.0,1,1,26.8,30.0,46,5.0
1992-08-24,South Korea,North Korea,1.0,1.0,Dynasty Cup,Beijing,China,True,0.0,0,0,27.5,30.0,24,5.0
1992-08-26,France,Brazil,0.0,2.0,Friendly,Paris,France,False,-2.0,-1,0,26.8,60.0,2,10.0
1992-08-26,Japan,North Korea,4.0,1.0,Dynasty Cup,Beijing,China,True,3.0,1,1,27.0,30.0,21,5.0
1992-08-26,Norway,Sweden,2.0,2.0,Friendly,Oslo,Norway,False,0.0,0,0,26.5,55.0,11,9.5
1992-08-29,Japan,South Korea,2.0,2.0,Dynasty Cup,Beijing,China,True,0.0,0,0,27.0,30.0,21,5.0
1992-08-29,Nigeria,Uganda,2.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False,2.0,1,1,26.2,30.0,33,5.0
1992-08-30,Cameroon,Benin,2.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,2.0,1,1,26.8,30.0,35,5.0
1992-08-30,Senegal,Guinea-Bissau,3.0,0.0,African Cup of Nations qualification,Dakar,Senegal,False,3.0,1,1,27.6,30.0,20,5.0
1992-09-02,Austria,Portugal,1.0,1.0,Friendly,Linz,Austria,False,0.0,0,0,27.2,30.0,27,5.0
1992-09-03,Canada,United States,0.0,2.0,Friendly,Saint John,Canada,False,-2.0,-1,0,26.5,30.0,38,5.0
1992-09-08,Egypt,Jordan,1.0,1.0,Arab Cup,Aleppo,Syria,True,0.0,0,0,27.5,30.0,32,5.0
1992-09-09,Denmark,Germany,1.0,2.0,Friendly,Copenhagen,Denmark,False,-1.0,-1,0,27.9,30.0,23,5.0
1992-09-09,Netherlands,Italy,2.0,3.0,Friendly,Eindhoven,Netherlands,False,-1.0,-1,0,27.0,30.0,14,5.0
1992-09-09,Norway,San Marino,10.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,10.0,1,1,26.5,55.0,11,9.5
1992-09-09,Poland,Israel,1.0,1.0,Friendly,Mielec,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1992-09-09,Spain,England,1.0,0.0,Friendly,Santander,Spain,False,1.0,1,1,26.5,60.0,3,9.8
1992-09-09,Switzerland,Scotland,3.0,1.0,FIFA World Cup qualification,Bern,Switzerland,False,2.0,1,1,28.2,30.0,17,5.0
1992-09-12,Egypt,Kuwait,1.0,0.0,Arab Cup,Aleppo,Syria,True,1.0,1,1,27.5,30.0,32,5.0
1992-09-13,Saudi Arabia,Palestine,2.0,1.0,Arab Cup,Aleppo,Syria,True,1.0,1,1,27.8,30.0,39,5.0
1992-09-15,Saudi Arabia,Kuwait,2.0,0.0,Arab Cup,Aleppo,Syria,True,2.0,1,1,27.8,30.0,39,5.0
1992-09-17,Egypt,Saudi Arabia,3.0,2.0,Arab Cup,Aleppo,Syria,True,1.0,1,1,27.5,30.0,32,5.0
1992-09-18,Honduras,El Salvador,1.0,1.0,Friendly,San Pedro Sula,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
1992-09-20,Australia,Tahiti,2.0,0.0,FIFA World Cup qualification,Brisbane,Australia,False,2.0,1,1,27.8,30.0,25,5.0
1992-09-22,Honduras,Jamaica,5.0,1.0,Friendly,Tegucigalpa,Honduras,False,4.0,1,1,27.5,30.0,49,5.0
1992-09-23,Brazil,Costa Rica,4.0,2.0,Friendly,Paranavaí,Brazil,False,2.0,1,1,27.5,55.0,4,9.5
1992-09-23,Norway,Netherlands,2.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,1.0,1,1,26.5,55.0,11,9.5
1992-09-23,Poland,Turkey,1.0,0.0,FIFA World Cup qualification,Poznań,Poland,False,1.0,1,1,28.0,30.0,28,5.0
1992-09-23,Uruguay,Argentina,0.0,0.0,Copa Lipton,Montevideo,Uruguay,False,0.0,0,0,27.2,30.0,16,5.0
1992-09-24,Honduras,Jamaica,7.0,0.0,Friendly,San Pedro Sula,Honduras,False,7.0,1,1,27.5,30.0,49,5.0
1992-09-26,Australia,Solomon Islands,6.0,1.0,FIFA World Cup qualification,Newcastle,Australia,False,5.0,1,1,27.8,30.0,25,5.0
1992-10-02,Iran,Cameroon,1.0,1.0,Friendly,Tehran,Iran,False,0.0,0,0,28.5,30.0,22,5.0
1992-10-04,Iran,Cameroon,0.0,0.0,Friendly,Tehran,Iran,False,0.0,0,0,28.5,30.0,22,5.0
1992-10-04,Jamaica,Saint Vincent and the Grenadines,3.0,3.0,Friendly,Kingston,Jamaica,False,0.0,0,0,27.0,30.0,44,5.0
1992-10-04,Mali,Morocco,2.0,1.0,African Cup of Nations qualification,Bamako,Mali,False,1.0,1,1,26.0,30.0,36,5.0
1992-10-06,Saudi Arabia,Cameroon,2.0,1.0,Friendly,Riyadh,Saudi Arabia,False,1.0,1,1,27.8,30.0,39,5.0
1992-10-07,Sweden,Bulgaria,2.0,0.0,FIFA World Cup qualification,Solna,Sweden,False,2.0,1,1,27.4,55.0,10,9.5
1992-10-09,Algeria,Burundi,3.0,1.0,FIFA World Cup qualification,Tlemcen,Algeria,False,2.0,1,1,28.2,30.0,37,5.0
1992-10-09,United States,Canada,0.0,0.0,Friendly,Greensboro,United States,False,0.0,0,0,25.5,30.0,18,5.0
1992-10-10,Nigeria,South Africa,4.0,0.0,FIFA World Cup qualification,Lagos,Nigeria,False,4.0,1,1,26.2,30.0,33,5.0
1992-10-10,Ivory Coast,Botswana,6.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,6.0,1,1,27.0,30.0,34,5.0
1992-10-11,Egypt,Angola,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,1.0,1,1,27.5,30.0,32,5.0
1992-10-11,Morocco,Ethiopia,5.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,5.0,1,1,27.1,55.0,6,9.5
1992-10-11,Qatar,Hungary,1.0,4.0,Friendly,Doha,Qatar,False,-3.0,-1,0,28.0,30.0,41,5.0
1992-10-13,Qatar,Hungary,1.0,1.0,Friendly,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
1992-10-14,Belgium,Romania,1.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,1.0,1,1,28.5,55.0,8,9.5
1992-10-14,Denmark,Republic of Ireland,0.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,0.0,0,0,27.9,30.0,23,5.0
1992-10-14,England,Norway,1.0,1.0,FIFA World Cup qualification,London,England,False,0.0,0,0,26.2,55.0,5,9.5
1992-10-14,France,Austria,2.0,0.0,FIFA World Cup qualification,Paris,France,False,2.0,1,1,26.8,60.0,2,10.0
1992-10-14,Germany,Mexico,1.0,1.0,Friendly,Dresden,Germany,False,0.0,0,0,27.5,55.0,9,9.5
1992-10-14,Italy,Switzerland,2.0,2.0,FIFA World Cup qualification,Cagliari,Italy,False,0.0,0,0,26.9,30.0,15,5.0
1992-10-14,Netherlands,Poland,2.0,2.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,0.0,0,0,27.0,30.0,14,5.0
1992-10-14,Uzbekistan,Kazakhstan,1.0,1.0,Friendly,Tashkent,Uzbekistan,False,0.0,0,0,26.8,30.0,46,5.0
1992-10-15,Saudi Arabia,United States,3.0,0.0,Confederations Cup,Riyadh,Saudi Arabia,False,3.0,1,1,27.8,30.0,39,5.0
1992-10-16,Argentina,Ivory Coast,4.0,0.0,Confederations Cup,Riyadh,Saudi Arabia,True,4.0,1,1,28.1,60.0,1,9.9
1992-10-18,Cameroon,Eswatini,5.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,5.0,1,1,26.8,30.0,35,5.0
1992-10-18,Jamaica,Canada,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,False,0.0,0,0,27.0,30.0,44,5.0
1992-10-19,United States,Ivory Coast,5.0,2.0,Confederations Cup,Riyadh,Saudi Arabia,True,3.0,1,1,25.5,30.0,18,5.0
1992-10-20,Saudi Arabia,Argentina,1.0,3.0,Confederations Cup,Riyadh,Saudi Arabia,False,-2.0,-1,0,27.8,30.0,39,5.0
1992-10-21,South Korea,United Arab Emirates,0.0,0.0,Friendly,Anyang,South Korea,False,0.0,0,0,27.5,30.0,24,5.0
1992-10-22,Croatia,Mexico,3.0,0.0,Friendly,Zagreb,Croatia,False,3.0,1,1,28.9,55.0,7,9.5
1992-10-28,Austria,Israel,5.0,2.0,FIFA World Cup qualification,Vienna,Austria,False,3.0,1,1,27.2,30.0,27,5.0
1992-10-29,Qatar,Thailand,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True,0.0,0,0,28.0,30.0,41,5.0
1992-10-29,Saudi Arabia,China,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True,0.0,0,0,27.8,30.0,39,5.0
1992-10-30,Japan,United Arab Emirates,0.0,0.0,AFC Asian Cup,Onomichi,Japan,False,0.0,0,0,27.0,30.0,21,5.0
1992-10-31,Saudi Arabia,Qatar,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True,0.0,0,0,27.8,30.0,39,5.0
1992-11-01,Canada,Jamaica,1.0,0.0,FIFA World Cup qualification,Toronto,Canada,False,1.0,1,1,26.5,30.0,38,5.0
1992-11-01,Japan,North Korea,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,False,0.0,0,0,27.0,30.0,21,5.0
1992-11-01,United Arab Emirates,Iran,0.0,0.0,AFC Asian Cup,Hiroshima,Japan,True,0.0,0,0,27.2,30.0,47,5.0
1992-11-02,Egypt,Kuwait,1.0,1.0,Friendly,Cairo,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
1992-11-02,Saudi Arabia,Thailand,4.0,0.0,AFC Asian Cup,Onomichi,Japan,True,4.0,1,1,27.8,30.0,39,5.0
1992-11-03,Japan,Iran,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False,1.0,1,1,27.0,30.0,21,5.0
1992-11-03,United Arab Emirates,North Korea,2.0,1.0,AFC Asian Cup,Hiroshima,Japan,True,1.0,1,1,27.2,30.0,47,5.0
1992-11-06,Japan,China,3.0,2.0,AFC Asian Cup,Hiroshima,Japan,False,1.0,1,1,27.0,30.0,21,5.0
1992-11-06,Saudi Arabia,United Arab Emirates,2.0,0.0,AFC Asian Cup,Hiroshima,Japan,True,2.0,1,1,27.8,30.0,39,5.0
1992-11-08,Canada,El Salvador,2.0,3.0,FIFA World Cup qualification,Burnaby,Canada,False,-1.0,-1,0,26.5,30.0,38,5.0
1992-11-08,Costa Rica,Honduras,2.0,3.0,FIFA World Cup qualification,San José,Costa Rica,False,-1.0,-1,0,28.5,30.0,42,5.0
1992-11-08,Jamaica,Bermuda,3.0,2.0,FIFA World Cup qualification,Kingston,Jamaica,False,1.0,1,1,27.0,30.0,44,5.0
1992-11-08,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False,1.0,1,1,27.0,30.0,21,5.0
1992-11-08,Morocco,Egypt,0.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,0.0,0,0,27.1,55.0,6,9.5
1992-11-14,France,Finland,2.0,1.0,FIFA World Cup qualification,Paris,France,False,1.0,1,1,26.8,60.0,2,10.0
1992-11-15,Canada,Bermuda,4.0,2.0,FIFA World Cup qualification,Burnaby,Canada,False,2.0,1,1,26.5,30.0,38,5.0
1992-11-15,Mexico,Honduras,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,2.0,1,1,27.8,30.0,19,5.0
1992-11-17,United Arab Emirates,Senegal,1.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False,0.0,0,0,27.2,30.0,47,5.0
1992-11-18,Belgium,Wales,2.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,2.0,1,1,28.5,55.0,8,9.5
1992-11-18,England,Turkey,4.0,0.0,FIFA World Cup qualification,London,England,False,4.0,1,1,26.2,55.0,5,9.5
1992-11-18,Germany,Austria,0.0,0.0,Friendly,Nuremberg,Germany,False,0.0,0,0,27.5,55.0,9,9.5
1992-11-18,Poland,Latvia,1.0,0.0,Friendly,Iława,Poland,False,1.0,1,1,28.0,30.0,28,5.0
1992-11-18,Spain,Republic of Ireland,0.0,0.0,FIFA World Cup qualification,Seville,Spain,False,0.0,0,0,26.5,60.0,3,9.8
1992-11-18,Switzerland,Malta,3.0,0.0,FIFA World Cup qualification,Bern,Switzerland,False,3.0,1,1,28.2,30.0,17,5.0
1992-11-19,United Arab Emirates,Senegal,2.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,False,0.0,0,0,27.2,30.0,47,5.0
1992-11-20,Egypt,Kuwait,1.0,1.0,Friendly,Cairo,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
1992-11-22,Jamaica,El Salvador,0.0,2.0,FIFA World Cup qualification,Kingston,Jamaica,False,-2.0,-1,0,27.0,30.0,44,5.0
1992-11-22,Mexico,Costa Rica,4.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,4.0,1,1,27.8,30.0,19,5.0
1992-11-24,Algeria,United Arab Emirates,0.0,0.0,Friendly,Manama,Bahrain,True,0.0,0,0,28.2,30.0,37,5.0
1992-11-24,Peru,Ecuador,1.0,1.0,Friendly,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
1992-11-25,Brazil,Uruguay,1.0,2.0,Friendly,Campina Grande,Brazil,False,-1.0,-1,0,27.5,55.0,4,9.5
1992-11-26,Argentina,Poland,2.0,0.0,Friendly,Buenos Aires,Argentina,False,2.0,1,1,28.1,60.0,1,9.9
1992-11-27,Qatar,Oman,2.0,0.0,Gulf Cup,Doha,Qatar,False,2.0,1,1,28.0,30.0,41,5.0
1992-11-28,Honduras,Saint Vincent and the Grenadines,4.0,0.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,4.0,1,1,27.5,30.0,49,5.0
1992-11-28,Saudi Arabia,Bahrain,1.0,2.0,Gulf Cup,Doha,Qatar,True,-1.0,-1,0,27.8,30.0,39,5.0
1992-11-28,United Arab Emirates,Kuwait,0.0,2.0,Gulf Cup,Doha,Qatar,True,-2.0,-1,0,27.2,30.0,47,5.0
1992-11-29,Costa Rica,Mexico,2.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,2.0,1,1,28.5,30.0,42,5.0
1992-11-29,Uruguay,Poland,0.0,1.0,Friendly,Montevideo,Uruguay,False,-1.0,-1,0,27.2,30.0,16,5.0
1992-12-01,Saudi Arabia,United Arab Emirates,0.0,1.0,Gulf Cup,Doha,Qatar,True,-1.0,-1,0,27.8,30.0,39,5.0
1992-12-01,Qatar,Bahrain,1.0,0.0,Gulf Cup,Doha,Qatar,False,1.0,1,1,28.0,30.0,41,5.0
1992-12-03,Qatar,Kuwait,4.0,0.0,Gulf Cup,Doha,Qatar,False,4.0,1,1,28.0,30.0,41,5.0
1992-12-05,Honduras,Costa Rica,2.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,1.0,1,1,27.5,30.0,49,5.0
1992-12-06,Mexico,Saint Vincent and the Grenadines,11.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,11.0,1,1,27.8,30.0,19,5.0
1992-12-06,Qatar,United Arab Emirates,1.0,0.0,Gulf Cup,Doha,Qatar,False,1.0,1,1,28.0,30.0,41,5.0
1992-12-10,Qatar,Saudi Arabia,0.0,1.0,Gulf Cup,Doha,Qatar,False,-1.0,-1,0,28.0,30.0,41,5.0
1992-12-13,Costa Rica,Saint Vincent and the Grenadines,5.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,5.0,1,1,28.5,30.0,42,5.0
1992-12-13,Honduras,Mexico,1.0,1.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
1992-12-16,Brazil,Germany,3.0,1.0,Friendly,Porto Alegre,Brazil,False,2.0,1,1,27.5,55.0,4,9.5
1992-12-16,Spain,Latvia,5.0,0.0,FIFA World Cup qualification,Seville,Spain,False,5.0,1,1,26.5,60.0,3,9.8
1992-12-20,Ghana,Algeria,2.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,2.0,1,1,26.5,30.0,45,5.0
1992-12-20,Uruguay,Germany,1.0,4.0,Friendly,Montevideo,Uruguay,False,-3.0,-1,0,27.2,30.0,16,5.0
1993-01-01,Ghana,Mali,1.0,1.0,Friendly,Libreville,Gabon,True,0.0,0,0,26.5,30.0,45,5.0
1993-01-10,Senegal,Algeria,1.0,2.0,African Cup of Nations qualification,Dakar,Senegal,False,-1.0,-1,0,27.6,30.0,20,5.0
1993-01-20,Italy,Mexico,2.0,0.0,Friendly,Florence,Italy,False,2.0,1,1,26.9,30.0,15,5.0
1993-01-22,Cameroon,Finland,0.0,0.0,Nehru Cup,Madras,India,True,0.0,0,0,26.8,30.0,35,5.0
1993-01-23,Japan,Switzerland,1.0,1.0,Friendly,Hong Kong,Hong Kong,True,0.0,0,0,27.0,30.0,21,5.0
1993-01-23,Ghana,Niger,4.0,0.0,Friendly,Kumasi,Ghana,False,4.0,1,1,26.5,30.0,45,5.0
1993-01-23,Venezuela,Peru,0.0,0.0,Friendly,Puerto Ordaz,Venezuela,False,0.0,0,0,27.5,30.0,40,5.0
1993-01-27,Ecuador,Belarus,1.0,1.0,Friendly,Guayaquil,Ecuador,False,0.0,0,0,25.8,30.0,30,5.0
1993-01-27,Peru,Honduras,1.0,1.0,Friendly,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
1993-01-27,Spain,Mexico,1.0,1.0,Friendly,Las Palmas,Spain,False,0.0,0,0,26.5,60.0,3,9.8
1993-01-28,Cameroon,Finland,2.0,0.0,Nehru Cup,Madras,India,True,2.0,1,1,26.8,30.0,35,5.0
1993-01-30,Peru,Belarus,1.0,1.0,Friendly,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
1993-01-30,Senegal,Mozambique,6.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,5.0,1,1,27.6,30.0,20,5.0
1993-01-30,United States,Denmark,2.0,2.0,Friendly,Tempe,United States,False,0.0,0,0,25.5,30.0,18,5.0
1993-01-31,Ecuador,Romania,3.0,0.0,Friendly,Guayaquil,Ecuador,False,3.0,1,1,25.8,30.0,30,5.0
1993-01-31,Egypt,Togo,3.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,3.0,1,1,27.5,30.0,32,5.0
1993-01-31,Ghana,Burundi,1.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False,1.0,1,1,26.5,30.0,45,5.0
1993-01-31,Ivory Coast,Niger,1.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,1.0,1,1,27.0,30.0,34,5.0
1993-01-31,Morocco,Benin,5.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,5.0,1,1,27.1,55.0,6,9.5
1993-02-03,Peru,Romania,0.0,2.0,Friendly,Lima,Peru,False,-2.0,-1,0,28.5,30.0,31,5.0
1993-02-06,Ghana,Indonesia,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,2.0,1,1,26.5,30.0,45,5.0
1993-02-06,United States,Romania,1.0,1.0,Friendly,Santa Barbara,United States,False,0.0,0,0,25.5,30.0,18,5.0
1993-02-10,Mexico,Romania,0.0,2.0,Friendly,Monterrey,Mexico,False,-2.0,-1,0,27.8,30.0,19,5.0
1993-02-10,Portugal,Norway,1.0,1.0,Friendly,Faro,Portugal,False,0.0,0,0,27.8,30.0,12,5.0
1993-02-13,United States,Russia,0.0,1.0,Friendly,Orlando,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
1993-02-16,Costa Rica,Nicaragua,6.0,0.0,UNCAF Cup,San José,Costa Rica,False,6.0,1,1,28.5,30.0,42,5.0
1993-02-17,England,San Marino,6.0,0.0,FIFA World Cup qualification,London,England,False,6.0,1,1,26.2,55.0,5,9.5
1993-02-18,Argentina,Brazil,1.0,1.0,Friendly,Buenos Aires,Argentina,False,0.0,0,0,28.1,60.0,1,9.9
1993-02-18,United Arab Emirates,Bulgaria,1.0,0.0,Friendly,Dubai,United Arab Emirates,False,1.0,1,1,27.2,30.0,47,5.0
1993-02-19,Costa Rica,Nicaragua,2.0,0.0,UNCAF Cup,San José,Costa Rica,False,2.0,1,1,28.5,30.0,42,5.0
1993-02-20,United Arab Emirates,Bulgaria,1.0,3.0,Friendly,Dubai,United Arab Emirates,False,-2.0,-1,0,27.2,30.0,47,5.0
1993-02-21,United States,Russia,0.0,0.0,Friendly,Palo Alto,United States,False,0.0,0,0,25.5,30.0,18,5.0
1993-02-24,Argentina,Denmark,1.0,1.0,CONMEBOL–UEFA Cup of Champions,Mar del Plata,Argentina,False,0.0,0,0,28.1,60.0,1,9.9
1993-02-24,Netherlands,Turkey,3.0,1.0,FIFA World Cup qualification,Utrecht,Netherlands,False,2.0,1,1,27.0,30.0,14,5.0
1993-02-24,Portugal,Italy,1.0,3.0,FIFA World Cup qualification,Porto,Portugal,False,-2.0,-1,0,27.8,30.0,12,5.0
1993-02-24,Spain,Lithuania,5.0,0.0,FIFA World Cup qualification,Seville,Spain,False,5.0,1,1,26.5,60.0,3,9.8
1993-02-24,Venezuela,Colombia,0.0,0.0,Friendly,San Cristóbal,Venezuela,False,0.0,0,0,27.5,30.0,40,5.0
1993-02-26,Algeria,Ghana,2.0,1.0,FIFA World Cup qualification,Tlemcen,Algeria,False,1.0,1,1,28.2,30.0,37,5.0
1993-02-27,Nigeria,Congo,2.0,0.0,FIFA World Cup qualification,Enugu,Nigeria,False,2.0,1,1,26.2,30.0,33,5.0
1993-02-27,Senegal,Gabon,1.0,0.0,FIFA World Cup qualification,Dakar,Senegal,False,1.0,1,1,27.6,30.0,20,5.0
1993-02-28,Morocco,Tunisia,0.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,0.0,0,0,27.1,55.0,6,9.5
1993-03-01,Cameroon,DR Congo,0.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,0.0,0,0,26.8,30.0,35,5.0
1993-03-05,Honduras,Panama,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,2.0,1,1,27.5,30.0,49,5.0
1993-03-07,Honduras,Costa Rica,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,2.0,1,1,27.5,30.0,49,5.0
1993-03-07,Japan,Hungary,0.0,1.0,Kirin Cup,Fukuoka,Japan,False,-1.0,-1,0,27.0,30.0,21,5.0
1993-03-09,Canada,South Korea,0.0,2.0,Friendly,Coquitlam,Canada,False,-2.0,-1,0,26.5,30.0,38,5.0
1993-03-09,Costa Rica,Panama,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,True,2.0,1,1,28.5,30.0,42,5.0
1993-03-09,Honduras,El Salvador,3.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,3.0,1,1,27.5,30.0,49,5.0
1993-03-10,Austria,Greece,2.0,1.0,Friendly,Vienna,Austria,False,1.0,1,1,27.2,30.0,27,5.0
1993-03-11,Canada,South Korea,2.0,0.0,Friendly,Victoria,Canada,False,2.0,1,1,26.5,30.0,38,5.0
1993-03-12,Qatar,Jordan,1.0,2.0,Friendly,Doha,Qatar,False,-1.0,-1,0,28.0,30.0,41,5.0
1993-03-14,Honduras,Bolivia,0.0,0.0,Friendly,San Pedro Sula,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
1993-03-14,Japan,United States,3.0,1.0,Kirin Cup,Tokyo,Japan,False,2.0,1,1,27.0,30.0,21,5.0
1993-03-16,Honduras,Bolivia,0.0,0.0,Friendly,Tegucigalpa,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
1993-03-17,Brazil,Poland,2.0,2.0,Friendly,Ribeirão Preto,Brazil,False,0.0,0,0,27.5,55.0,4,9.5
1993-03-24,Costa Rica,Canada,0.0,1.0,Friendly,San José,Costa Rica,False,-1.0,-1,0,28.5,30.0,42,5.0
1993-03-24,Italy,Malta,6.0,1.0,FIFA World Cup qualification,Palermo,Italy,False,5.0,1,1,26.9,30.0,15,5.0
1993-03-24,Netherlands,San Marino,6.0,0.0,FIFA World Cup qualification,Utrecht,Netherlands,False,6.0,1,1,27.0,30.0,14,5.0
1993-03-25,Honduras,United States,4.0,1.0,Friendly,Tegucigalpa,Honduras,False,3.0,1,1,27.5,30.0,49,5.0
1993-03-27,Austria,France,0.0,1.0,FIFA World Cup qualification,Vienna,Austria,False,-1.0,-1,0,27.2,30.0,27,5.0
1993-03-30,Qatar,Norway,1.0,6.0,Friendly,Doha,Qatar,False,-5.0,-1,0,28.0,30.0,41,5.0
1993-03-31,Colombia,Costa Rica,4.0,1.0,Friendly,Medellín,Colombia,False,3.0,1,1,28.0,30.0,13,5.0
1993-03-31,Denmark,Spain,1.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,1.0,1,1,27.9,30.0,23,5.0
1993-03-31,Poland,Lithuania,1.0,1.0,Friendly,Brzeszcze,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1993-03-31,Switzerland,Portugal,1.0,1.0,FIFA World Cup qualification,Bern,Switzerland,False,0.0,0,0,28.2,30.0,17,5.0
1993-04-04,Honduras,Canada,2.0,2.0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
1993-04-08,Japan,Thailand,1.0,0.0,FIFA World Cup qualification,Kobe,Japan,False,1.0,1,1,27.0,30.0,21,5.0
1993-04-09,Algeria,Sierra Leone,0.0,0.0,African Cup of Nations qualification,Annaba,Algeria,False,0.0,0,0,28.2,30.0,37,5.0
1993-04-09,Egypt,Mali,2.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False,1.0,1,1,27.5,30.0,32,5.0
1993-04-09,Qatar,Indonesia,3.0,1.0,FIFA World Cup qualification,Doha,Qatar,False,2.0,1,1,28.0,30.0,41,5.0
1993-04-10,Ghana,Liberia,0.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,0.0,0,0,26.5,30.0,45,5.0
1993-04-11,Canada,El Salvador,2.0,0.0,FIFA World Cup qualification,Burnaby,Canada,False,2.0,1,1,26.5,30.0,38,5.0
1993-04-11,Japan,Bangladesh,8.0,0.0,FIFA World Cup qualification,Tokyo,Japan,False,8.0,1,1,27.0,30.0,21,5.0
1993-04-11,Mexico,Honduras,3.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,3.0,1,1,27.8,30.0,19,5.0
1993-04-11,Morocco,Malawi,0.0,1.0,African Cup of Nations qualification,Rabat,Morocco,False,-1.0,-1,0,27.1,55.0,6,9.5
1993-04-11,Qatar,Vietnam,4.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,4.0,1,1,28.0,30.0,41,5.0
1993-04-13,Poland,Finland,2.0,1.0,Friendly,Radom,Poland,False,1.0,1,1,28.0,30.0,28,5.0
